NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
147,보지 말아야 할 것을 본 자,드래곤 니시카와,,,(주)씨맥스커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,20,0,0,드라마,청소년관람불가,일반영화
148,부하직원 아내의 맛,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
149,불륜 유부녀의 사정,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
150,"새로운 집, 섹스 메뉴얼",송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-05-,개봉영화,장편,한국,1,,20,0,0,드라마,청소년관람불가,일반영화
151,"섹스, 나랑할래?",송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-05-,개봉영화,장편,한국,1,,20,0,0,드라마,청소년관람불가,일반영화
152,악마같은 새엄마,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
153,여보 부디 저를 용서해주세요,,,,(주)씨맥스커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,20,0,0,드라마,청소년관람불가,일반영화
154,온 가족 돌려먹기,성이성,(주)담화,,(주)담화,2022-05-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
155,유독 몸으로 친절한 유부녀,,,,(주)씨맥스커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,20,0,0,드라마,청소년관람불가,일반영화
156,유주얼 섹스펙트 그녀들의 은밀한 노하우,봉선우,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-05-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
157,제발 안에다만 하지 마세요,마메자와 마메타로,,,(주)씨맥스커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,20,0,0,드라마,청소년관람불가,일반영화
158,조련당한 육체,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
159,최악의 남자 최고의 절정,드래곤 니시카와,,,(주)씨맥스커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,20,0,0,드라마,청소년관람불가,일반영화
160,"탐욕, 아내 모르게 이루어진 삽입",강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
161,홧김에 벌려준 유부녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
162,드라이,로버트 코놀리,,(주)영화사 진진,(주)영화사 진진,2022-03-,개봉영화,장편,호주,110,,15,0,0,미스터리,15세이상관람가,독립/예술영화
163,금의위 3인의 무사 2,,,,(유)조이앤시네마,2022-04-,개봉영화,장편,중국,5,,13,0,0,액션,15세이상관람가,독립/예술영화
164,금의위4 지존무사,등연성,,,(유)조이앤시네마,2022-04-,개봉영화,장편,중국,5,,11,0,0,액션,15세이상관람가,독립/예술영화
165,킹 리차드,레이날도 마르쿠스 그린,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-03-,개봉영화,장편,미국,156,,11,0,0,가족,12세이상관람가,일반영화
166,레드 로켓,션 베이커,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-03-,개봉영화,장편,미국,4,,10,,10,드라마,청소년관람불가,독립/예술영화
167,개인레슨,안톤 시규르드손,,(주)콘텐트마인,(주)콘텐트마인,2022-05-,개봉영화,장편,영국,4,,9,0,0,스릴러,청소년관람불가,독립/예술영화
168,더 배트맨,맷 리브스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-03-,개봉영화,장편,미국,,,8,0,0,액션,15세이상관람가,일반영화
169,당신얼굴 앞에서,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-10-,개봉영화,장편,한국,69,,7,,7,드라마,15세이상관람가,독립/예술영화
170,뜨거운 밤:여친의 여동생,이타치,파랑새미디어,,(주)영진크리에이티브,2022-05-,개봉영화,장편,한국,6,,7,0,0,멜로/로맨스,청소년관람불가,일반영화
171,엄마와 나,연왕모,모모루덴스,,(주)드림팩트엔터테인먼트,2022-04-,개봉영화,장편,한국,7,,6,0,0,다큐멘터리,전체관람가,독립/예술영화
172,곡녀,정인철,대성필름,,시네마 뉴원,2022-03-,개봉영화,장편,한국,7,,2,0,0,드라마,12세이상관람가,독립/예술영화
173,그놈의 오일마사지,윤신,(주)픽쳐레스크,,(주)픽쳐레스크,2022-05-,개봉영화,장편,한국,1,,2,0,0,멜로/로맨스,청소년관람불가,일반영화
174,보드랍게,박문칠,(사)정신대할머니와함께하는시민모임,,(주)인디플러그,2022-02-,개봉영화,장편,한국,20,,2,0,0,다큐멘터리,전체관람가,독립/예술영화
175,섹스하우스 : 파트너 쉐어,윤신,(주)픽쳐레스크,,(주)픽쳐레스크,2022-05-,개봉영화,장편,한국,1,,2,0,0,멜로/로맨스,청소년관람불가,일반영화
176,스와핑 세 여자의 목적,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-,개봉영화,장편,한국,1,,2,0,0,성인물(에로),청소년관람불가,일반영화
177,쿵푸 허슬: 무적 파이터,엽영건,,위드시네마,위드시네마,2022-05-,개봉영화,장편,홍콩,1,,2,0,0,액션,15세이상관람가,일반영화
178,가족들의 이상한 근친,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-05-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
179,거유 섹스영업:거래의 조건,에이고 모치즈키,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
180,거유녀들의 남자사냥,빈센트 갸루,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
181,거유유부녀 미오의 끈적이는 서비스,버드맨 텟페이,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
182,괜찮아 새엄마야 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
183,그녀들의 욕정하우스,카츠라기 히로후미,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
184,기운센 새아들 무삭제판,,,,(주)픽쳐레스크,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
185,나만의 완벽한 섹스토이,윤신,(주)픽쳐레스크,,(주)픽쳐레스크,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
186,나쁜 섹스:제수씨의 다리사이,사쿠라비토,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
187,나쁜섹스:물터진 제수씨,나가에 타카미,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
188,나의 펫:대물 키우는 색녀,아베 신야,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
189,남의 여자,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-05-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
190,넣고 빼고 분출하라 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
191,노래방 유부녀들,유해종,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
192,능숙한 새엄마:오늘 밤은 못 참아,나카노 야요이,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
193,당근에서 생긴 일,이돌,이돌영화사,,이돌영화사,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
194,동정의 맛,마태수,아우라 필름,,케이엘 픽쳐스,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
195,두 집 살림,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-05-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
196,라스트 제너럴,크리스토퍼 포브스,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,미국,1,,1,0,0,전쟁,12세이상관람가,일반영화
197,마사지에 빠진 유부녀 시노,나가에 타카미,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
198,만족한 장모님 무삭제판,마메자와 마메타로,,,(주)픽쳐레스크,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
199,맛 좋은 우리동네 아가씨들,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
200,맛있는 마사지,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
201,며느리 몸으로 울었다 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
202,모리사와 카나의 오피스와이프,아베 신야,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
203,몰래 하는 조건정사,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
204,몸으로 써내린 불륜소설 : 아내,,,,(주)코빈커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
205,물터진 아이리의 다리사이,아사기리 조,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
206,미후네 카렌의 푹 젖은 웨딩드레스,아베 신야,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
207,발정난 간호사 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
208,발정난 유부녀 루이,토미죠 타로,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
209,보지만 말고 넣어 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
210,불 라이더,브렛 벤트먼,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,미국,1,,1,0,0,서부극(웨스턴),12세이상관람가,일반영화
211,블러디 빌리지,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,이탈리아,1,,1,0,0,스릴러,청소년관람불가,일반영화
212,삥뜯긴 여친의 첫경험,키토루네 가와구치,,,(주)코빈커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
213,살인의 공간,브렛 벤트먼,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,미국,1,,1,0,0,범죄,15세이상관람가,일반영화
214,새엄마 미도리:남자로 만들어 줄게,나카노 야요이,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
215,새엄마 완전 정복,사도가시마 지로,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
216,새엄마 하숙집 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
217,새엄마:야릇한 밤,사쿠라비토,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
218,새엄마는 내 첫사랑,지조우 코우지,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
219,새엄마들:동정은 못참아,야마나카 소쿠스,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
220,새엄마의 끈적한 신음소리,나카노 야요이,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
221,새엄마의 야한 밤 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
222,섹스가 체질,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
223,섹스돌:은밀하게 깊숙하게,아베 신야,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
224,속사정,카리노나 마이,,,주식회사 미콘,2022-05-,개봉영화,장편,일본,1,,1,0,0,드라마,청소년관람불가,일반영화
225,수양딸 미즈키:물터진 날,버드맨 텟페이,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
226,스와핑_잘 못 배달된 영계,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
227,시아버지가 내 안에 들어온 날,최찬호,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
228,시트적신 여기사 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
229,아나운서의 문란한 사생활,,,,(주)코빈커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
230,아내의 절정체험 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
231,애욕의 사정공간 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
232,엔티알 웨딩,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
233,여직원의 은밀한 조건만남,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
234,영계가 좋은 유부녀:임신 하고 싶어,사노 B사쿠,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
235,욕정 끝 쾌락시작 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
236,욕정에 더럽혀진 유부녀,,,,(주)코빈커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
237,월세대신 몸세 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
238,육덕진 새엄마 하루나 하나,지조우 코우지,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
239,잊지못한 그놈의 물건,카즈마,,,(주)코빈커뮤니케이션즈,2022-05-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
240,잊혀질 남편의 맛 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
241,자연산C컵유정의오르가즘-무삭제,김승환,스마일컨텐츠,,스마일컨텐츠,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
242,자지만 말구요 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
243,잔뜩 쌓인 새엄마 코즈에,나카노 야요이,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
244,젖 큰 이웃집 세자매,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
245,죽음의 숲,브렛 벤트먼,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,미국,1,,1,0,0,서부극(웨스턴),12세이상관람가,일반영화
246,중년 부인의 양기파티 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
247,처제의 섹스과외 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
248,천사의 유혹,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,미국,1,,1,0,0,스릴러,15세이상관람가,일반영화
249,촉촉한 형수 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
250,친구아내:욕정의 제수씨,토미죠 타로,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
251,폭유 유부녀 치에의 끈적한 서비스,버드맨 텟페이,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
252,하숙집 : 굶주린 늑대들 2,신승엽,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
253,하숙집 : 밥보다 섹스 맛집,신승엽,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
254,한지붕 섹가족 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
255,호노카의 물터진 아랫도리,버드맨 텟페이,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
256,흑형의 맛 : 울부짖는 여자들,조필구,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
257,흔들린 형수:임신 하고싶어요,조즈 토코노마,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
258,힐링하우스 : 섹스의 왕국,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
259,2대 1 첫경험,김중휘,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
260,3.5교시,유희정,(주)써니엔터테인먼트,,(주)드림팩트엔터테인먼트,2022-04-,개봉영화,장편,한국,6,,1,,1,미스터리,12세이상관람가,독립/예술영화
261,40대 미씨의 성생활,신승엽,(주)영화사가을,,(주)영화사가을,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
262,F컵 유부녀의 망사접대,버드맨 텟페이,,,(주)영진크리에이티브,2022-05-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
263,F컵여동생과의정사,이정석,스마일컨텐츠,,스마일컨텐츠,2022-05-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
