순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
3776,판소리 복서,정혁기,(주)바른손,,CGV아트하우스,2019-10-09,개봉영화,장편,한국,345,193213180,25739,52420760,6334,코미디,12세이상관람가,독립/예술영화
3777,서칭 포 슈가맨,말릭 벤젠룰,,판씨네마(주),판씨네마(주),2012-10-11,개봉영화,장편,스웨덴,26,191465100,25694,160066100,20875,다큐멘터리,전체관람가,독립/예술영화
3778,연공:안녕 사랑하는 모든 것,이마이 나츠키,,폴인씨네마,(주)성원아이컴,2008-11-13,개봉영화,장편,일본,88,156505500,25689,70083000,11217,멜로/로맨스,15세이상관람가,일반영화
3779,인 블룸,바딤 피얼먼,,판씨네마(주),㈜케이디미디어,2008-09-25,개봉영화,장편,미국,95,172320000,25681,64923000,9191,스릴러,청소년관람불가,일반영화
3780,컴 아웃 파이팅,디토 몬티엘,로그 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),,2009-10-22,개봉영화,장편,미국,143,187512404,25656,60275000,7842,액션,15세이상관람가,일반영화
3781,당신의 부탁,이동은,(주)명필름,,CGV아트하우스,2018-04-19,개봉영화,장편,한국,371,205547428,25652,81657728,9615,드라마,15세이상관람가,독립/예술영화
3782,그 사람 그 사랑 그 세상,권혁만,KBS,,THE 픽쳐스(주)팝엔터테인먼트,2014-11-20,개봉영화,장편,한국,55,189858500,25649,104224500,13465,다큐멘터리,전체관람가,독립/예술영화
3783,골드,스티븐 개건,,(유)조이앤시네마,CGV아트하우스,2017-03-22,개봉영화,장편,미국,200,195197900,25595,98341700,12604,드라마,15세이상관람가,독립/예술영화
3784,쿵푸몽키,폴 왕,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-01-25,개봉영화,장편,중국,194,182202400,25577,29971400,3894,애니메이션,전체관람가,독립/예술영화
3785,매직울프,안드레이 갈랏막심 볼코브,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-10-03,개봉영화,장편,러시아,168,199069400,25556,34496200,4360,애니메이션,전체관람가,독립/예술영화
3786,잠수종과 나비,줄리언 슈나벨,,(주)영화사 진진(주)유레카픽쳐스,(주)영화사 진진(주)유레카픽쳐스,2008-02-14,개봉영화,장편,미국,12,174328500,25538,150088000,21821,드라마,12세이상관람가,독립/예술영화
3787,사다코 대 카야코,시라이시 코지,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,개봉영화,장편,일본,131,201673000,25531,50529000,6308,공포(호러),15세이상관람가,일반영화
3788,러빙 빈센트 : 비하인드 에디션,도로타 코비엘라휴 웰치맨,,(주)퍼스트런,(주)이수C&E,2018-12-13,개봉영화,장편,영국,97,216372490,25481,136989940,15565,애니메이션,15세이상관람가,독립/예술영화
3789,베니티 페어,미라 네이어,포커스피쳐스엡실론 모션 픽쳐스그라나다필름프로덕션,스폰지,스폰지,2005-01-21,개봉영화,장편,미국,0,0,25458,0,16758,드라마,15세관람가,일반영화
3790,붙어야 산다,바비 패럴리피터 패럴리,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2004-02-27,개봉영화,장편,미국,0,0,25450,0,9384,코미디,12세관람가,일반영화
3791,아들의 이름으로,이정국,영화사 혼,,(주)엣나인필름,2021-05-12,개봉영화,장편,한국,423,215172610,25449,77093130,9148,드라마,12세이상관람가,독립/예술영화
3792,힛쳐,데이브 메이어스,,(주)쌈지,(주)씨지브이신도림,2007-08-01,개봉영화,장편,미국,0,0,25440,0,8095,액션,청소년관람불가,일반영화
3793,선샤인 온 리스,덱스터 플레처,,주식회사 더쿱,(주)팝엔터테인먼트,2014-09-03,개봉영화,장편,영국,142,195675600,25431,119266300,15310,뮤지컬,12세이상관람가,독립/예술영화
3794,정글북 2,스티브 트렌버스,,월트디즈니코리아㈜,월트디즈니코리아㈜,2003-02-21,개봉영화,장편,미국,0,0,25429,0,6599,애니메이션,전체관람가,일반영화
3795,정글북: 마법 원정대,막심 파디브,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-03-21,개봉영화,장편,러시아,372,194472710,25419,27019940,3281,애니메이션,전체관람가,일반영화
3796,블랙라이트,마크 윌리엄스,,(주)퍼스트런,(주)퍼스트런,2022-03-09,개봉영화,장편,미국,521,228699190,25401,72858070,8457,액션,15세이상관람가,일반영화
3797,돌핀보이,,,,와이드 릴리즈(주),2023-01-25,개봉영화,장편,독일,177,226353600,25387,43131700,4526,애니메이션,전체관람가,일반영화
3798,폰조,조쉬 트랭크,,(주)스톰픽쳐스코리아(주)팀원픽쳐스,(주)키다리이엔티,2020-10-14,개봉영화,장편,미국,574,211759310,25383,79202080,9237,범죄,청소년관람불가,독립/예술영화
3799,우연과 상상,하마구치 류스케,,그린나래미디어(주),그린나래미디어(주)(주)영화사 안다미로,2022-05-04,개봉영화,장편,일본,56,250770840,25328,181186240,17553,드라마,15세이상관람가,독립/예술영화
3800,뿌까의 짜장면파티,박상용,(주)에픽캔,,(주)에픽캔,2022-07-04,개봉영화,장편,한국,11,152742500,25324,11562500,1909,기타,전체관람가,일반영화
3801,예언자,자크 오디아르,프랑스2시네마까날 플러스시네시네마판씨네마(주),판씨네마(주),판씨네마(주),2010-03-11,개봉영화,장편,프랑스,24,196085624,25309,141827000,18213,드라마,청소년관람불가,독립/예술영화
3802,매직 마이크,스티븐 소더버그,,(주)누리픽쳐스,(주)나이너스엔터테인먼트,2012-08-01,개봉영화,장편,미국,68,191946500,25288,123492500,15823,코미디,청소년관람불가,독립/예술영화
3803,양말요정 휴고의 대모험,갈리나 미클리노바,,(주)나이너스엔터테인먼트,와이드 릴리즈(주),2018-09-06,개봉영화,장편,체코,354,168413700,25278,18862500,2623,어드벤처,전체관람가,일반영화
3804,트래쉬,스티븐 달드리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-05-14,개봉영화,장편,미국,206,182102913,25260,77054313,10507,어드벤처,15세이상관람가,독립/예술영화
3805,신 에반게리온 극장판,안노 히데아키,,미라지엔터테인먼트,(주)라이크콘텐츠,2022-10-05,개봉영화,장편,일본,93,285487800,25217,124847600,10573,애니메이션,15세이상관람가,독립/예술영화
3806,대단한 유혹,장 프랑소아 풀리오,맥스 필름즈 프로덕션즈,,필름뱅크(주),2004-06-25,개봉영화,장편,캐나다,0,0,25171,0,20130,코미디,전체관람가,일반영화
3807,킹덤 오브 헤븐: 디렉터스 컷,리들리 스콧,,(주)제이브로포레스트,(주)영화사오원,2020-11-11,개봉영화,장편,영국,117,230971600,25153,118553900,12497,액션,15세이상관람가,일반영화
3808,꼬마영웅 경찰차 프로디2,라스무스 A. 실버르센,,예지림엔터테인먼트,예지림엔터테인먼트,2014-03-20,개봉영화,장편,노르웨이,257,166040900,25149,27478400,3868,애니메이션,전체관람가,독립/예술영화
3809,안녕하세요,차봉주,(주)디엔디픽쳐스(유)안녕하세요,,(주)디스테이션,2022-05-25,개봉영화,장편,한국,297,183017360,25140,66766000,9553,드라마,12세이상관람가,일반영화
3810,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,사카이 카즈오,,(주)애니플러스,(주)애니플러스,2019-02-14,개봉영화,장편,일본,66,219618070,25109,114619050,12236,애니메이션,전체관람가,일반영화
3811,셧업,프랑시스 베베르,유니온 제너럴 시네마토그래픽 (UGC),미디어필름인터내셔날(주),쇼이스트(주),2004-08-27,개봉영화,장편,프랑스,0,0,25000,0,8825,코미디,15세관람가,일반영화
3812,쿨,F. 게리 그레이,메트로-골드윈-마이어저지필름,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2005-04-08,개봉영화,장편,미국,0,0,25000,0,12709,코미디,15세관람가,일반영화
3813,n번째 이별 중,,,(주)퍼스트런,(주)팬엔터테인먼트(주)영화특별시에스엠씨,2020-04-01,개봉영화,장편,미국,171,225358800,24915,87296700,9615,멜로/로맨스,12세이상관람가,독립/예술영화
3814,하이큐!! 콘셉트의 싸움,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2018-01-11,개봉영화,장편,일본,97,182534000,24898,70469500,9130,애니메이션,12세이상관람가,일반영화
3815,영주,차성덕,,,CGV아트하우스,2018-11-22,개봉영화,장편,한국,106,192729750,24823,93991350,11461,드라마,12세이상관람가,독립/예술영화
3816,빅 픽처,에릭 라티고,,(주)드림웨스트픽쳐스,(주)드림웨스트픽쳐스,2013-07-04,개봉영화,장편,프랑스,21,181322800,24815,107676800,14310,드라마,청소년관람불가,독립/예술영화
3817,쥬로링 동물탐정 극장판,이종현박시후,(주)제이엠애니메이션,,롯데쇼핑㈜롯데엔터테인먼트,2014-12-18,개봉영화,장편,한국,188,173948100,24810,42714300,5383,애니메이션,전체관람가,독립/예술영화
3818,슈퍼 버드,리카르도 아나이즈마이크 컨켈라울 가르시아,,(주)영화사 안다미로,와이드 릴리즈(주),2017-04-06,개봉영화,장편,멕시코,288,173938100,24799,28450300,3640,애니메이션,전체관람가,독립/예술영화
3819,모험왕 블링키,딘 테일러,,,(주)라이크콘텐츠,2019-02-20,개봉영화,장편,호주,226,174676220,24787,38680900,5017,애니메이션,전체관람가,일반영화
3820,시라노,조 라이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-02-23,개봉영화,장편,미국,195,203932200,24751,113222500,14144,멜로/로맨스,12세이상관람가,일반영화
3821,레지던트 이블: 라쿤시티,요하네스 로버츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-01-19,개봉영화,장편,미국,276,216277970,24722,79303000,9676,액션,청소년관람불가,일반영화
3822,겨울왕국의 무민,야쿱 론스키이라 카르페란,,(주)영화사 안다미로,(주)팝엔터테인먼트,2018-02-08,개봉영화,장편,핀란드,135,132193500,24658,67161000,13167,애니메이션,전체관람가,독립/예술영화
3823,밀림의 왕자 레오: 세상을 바꾸는 용기,타니구치 고로,,(주)박수엔터테인먼트에이원엔터테인먼트,(주)박수엔터테인먼트에이원엔터테인먼트,2012-02-29,개봉영화,장편,일본,49,154900000,24640,26936000,3767,애니메이션,전체관람가,독립/예술영화
3824,더 프롬,라이언 머피,,,플러스엠 엔터테인먼트,2020-12-02,개봉영화,장편,미국,662,213920730,24635,84028530,9478,코미디,12세이상관람가,일반영화
3825,하이-라이즈,벤 휘틀리,,찬란,찬란,2016-03-30,개봉영화,장편,영국,108,192162100,24600,118265900,14893,스릴러,청소년관람불가,독립/예술영화
3826,낮술,노영석,스톤워크,,(주)영화사 진진,2009-02-05,개봉영화,장편,한국,11,172351722,24595,121284600,16981,코미디,15세이상관람가,독립/예술영화
3827,사이에서,이창재,다큐코리아,,필름메신저씨제이 씨지브이(CJ CGV)(주),2006-09-07,개봉영화,장편,한국,0,0,24595,0,24081,다큐멘터리,15세관람가,일반영화
3828,환상의 그대,우디 알렌,,(주)티캐스트,(주)티캐스트,2011-01-27,개봉영화,장편,미국,11,198216500,24579,174148500,21385,멜로/로맨스,청소년관람불가,독립/예술영화
3829,마리 퀴리,마르잔 사트라피,,(주)엔케이컨텐츠,(주)디스테이션,2020-11-18,개봉영화,장편,프랑스,484,191500920,24573,86961990,11943,드라마,15세이상관람가,독립/예술영화
3830,메소드,방은진,모베터필름 주식회사,,(주)엣나인필름,2017-11-02,개봉영화,장편,한국,244,200356300,24573,126991700,14793,드라마,15세이상관람가,독립/예술영화
3831,조제 호랑이 그리고 물고기들,타무라 코타로,,(주)팝엔터테인먼트(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2021-03-31,개봉영화,장편,일본,399,223274310,24571,86431110,9301,애니메이션,12세이상관람가,독립/예술영화
3832,오즈의 마법사: 요술구두와 말하는 책,,,,(주)박수엔터테인먼트,2020-01-22,개봉영화,장편,러시아,252,195207320,24534,35061960,4123,애니메이션,전체관람가,일반영화
3833,결혼 이야기,노아 바움백,,,판씨네마(주),2019-11-27,개봉영화,장편,영국,83,197982660,24510,153007120,17858,멜로/로맨스,15세이상관람가,독립/예술영화
3834,아부지,배해성,(주)주연이엔디,,실버스푼,2009-07-15,개봉영화,장편,한국,38,127494613,24498,19591500,3483,드라마,12세이상관람가,독립/예술영화
3835,렌트,크리스 콜럼버스,,한국소니픽쳐스릴리징브에나비스타영화㈜,㈜스튜디오이쩜영,2007-01-18,개봉영화,장편,미국,0,0,24496,0,15827,뮤지컬,15세이상관람가,일반영화
3836,키즈모노가타리 I : 철혈편,신보 아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2016-06-30,개봉영화,장편,일본,74,187057500,24492,79359000,10169,애니메이션,15세이상관람가,일반영화
3837,내 어깨 위 고양이 밥,로저 스포티스우드,,(주)누리픽쳐스,(주)누리픽쳐스,2017-01-04,개봉영화,장편,영국,112,193578000,24466,82520400,10151,드라마,12세이상관람가,독립/예술영화
3838,카이: 거울 호수의 전설,이성강,주식회사 다다쇼(주)영화사레드피터,,플러스엠 엔터테인먼트,2016-08-17,개봉영화,장편,한국,172,180633800,24451,65794500,8444,애니메이션,전체관람가,독립/예술영화
3839,진격의 거인: 홍련의 화살,아라키 테츠로,,(주)애니플러스,(주)박수엔터테인먼트,2015-01-28,개봉영화,장편,일본,82,192575800,24450,70322200,8797,애니메이션,15세이상관람가,일반영화
3840,스즈미야 하루히의 소실,이시하라 타츠야타케모토 야스히로,,㈜크래커픽쳐스,에이원엔터테인먼트,2010-11-11,개봉영화,장편,일본,30,168693049,24444,85734000,11595,코미디,12세이상관람가,독립/예술영화
3841,엠퍼러스 클럽,마이클 호프만,,UIP코리아,UIP코리아,2003-03-07,개봉영화,장편,미국,0,0,24398,0,10388,드라마,12세관람가,일반영화
3842,천룡팔부: 교봉전,견자단,,초코필름,(주)팝엔터테인먼트,2023-01-25,개봉영화,장편,홍콩,300,211184266,24394,84684240,10115,액션,15세이상관람가,일반영화
3843,종이 달,요시다 다이하치,,(주)퍼스트런,(주)영화사오원(주)퍼스트런,2015-07-23,개봉영화,장편,일본,34,197236200,24381,141966400,16757,드라마,청소년관람불가,독립/예술영화
3844,노크: 초대받지 않은 손님,조하네스 로버츠,,(주)퍼스트런,(주)삼백상회,2018-10-11,개봉영화,장편,미국,266,206605250,24379,34718650,3903,공포(호러),15세이상관람가,일반영화
3845,원라이프,마이클 건톤마샤 홈즈,유나이티드픽처스(주),유나이티드픽처스(주),(주)씨제이이엔엠,2011-08-17,개봉영화,장편,영국,158,163408600,24348,49818500,6827,다큐멘터리,전체관람가,일반영화
3846,스파이크,다비드 알로에릭 토스티,,예지림엔터테인먼트선필름,예지림엔터테인먼트선필름,2013-12-05,개봉영화,장편,프랑스,159,145382500,24346,22310500,3364,애니메이션,전체관람가,독립/예술영화
3847,곰이 되고 싶어요,야니크 하스트럽,,,필름뱅크(주),2004-01-30,개봉영화,장편,덴마크,0,0,24339,0,13010,드라마,전체관람가,독립/예술영화
3848,슈퍼오리 : 태양을 지켜라,빅터 라키소프,,(주)시네마천국,와이드 릴리즈(주),2017-08-31,개봉영화,장편,러시아,257,170800400,24319,29671600,3814,애니메이션,전체관람가,독립/예술영화
3849,꿈의 제인,조현훈,영화사 서울집,,(주)엣나인필름CGV아트하우스,2017-05-31,개봉영화,장편,한국,86,198890200,24272,144410600,16851,드라마,청소년관람불가,독립/예술영화
3850,나이스 가이즈,쉐인 블랙,,(주)누보필림,플러스엠 엔터테인먼트,2016-07-06,개봉영화,장편,미국,249,187911838,24268,78323838,9864,범죄,청소년관람불가,일반영화
3851,더 데이,백창주,(주)씨제스엔터테인먼트,,롯데쇼핑㈜롯데시네마,2012-02-23,개봉영화,장편,한국,30,192005000,24163,97169500,11890,다큐멘터리,전체관람가,일반영화
3852,극장판 검정고무신 : 즐거운 나의 집,송정율송요한,㈜형설앤㈜새한프로덕션,,(주)대교 미디어콘텐츠사업본부(주)블루라벨픽쳐스,2022-10-06,개봉영화,장편,한국,232,217208100,24151,34424300,4079,애니메이션,전체관람가,일반영화
3853,아임 낫 스케어드,가브리엘 살바토레,,에이펙스엔터테인먼트,(주)씨네진,2004-08-06,개봉영화,장편,스페인,0,0,24136,0,3102,드라마,12세관람가,독립/예술영화
3854,레전드 오브 래빗: 불의 전설,마원동대가,,주식회사 루믹스미디어,(주)팝엔터테인먼트,2015-09-24,개봉영화,장편,중국,126,178371100,24111,58753900,7444,애니메이션,전체관람가,일반영화
3855,폭스캐처,베넷 밀러,,그린나래미디어(주),그린나래미디어(주),2015-02-05,개봉영화,장편,미국,80,190702421,24083,118783221,14762,드라마,청소년관람불가,독립/예술영화
3856,해피 플라이트,야구치 시노부,알타미라픽쳐스,(주)케이앤엔터테인먼트,프리비젼엔터테인먼트,2009-07-16,개봉영화,장편,일본,16,166419427,24040,122217000,17531,코미디,전체관람가,독립/예술영화
3857,캡틴 스터비,리처드 라니,,(주)퍼스트런,(주)디스테이션,2018-11-01,개봉영화,장편,미국,276,173778600,24019,30942700,3748,애니메이션,전체관람가,독립/예술영화
3858,캣츠토피아,게리 왕,,주식회사 블루필름웍스,(주)버킷스튜디오,2020-04-30,개봉영화,장편,중국,367,201223160,24000,29153160,3370,판타지,전체관람가,독립/예술영화
3859,3000년의 기다림,조지 밀러,,(주)엔케이컨텐츠,(주)디스테이션,2023-01-04,개봉영화,장편,호주,176,224395015,23963,136028982,14286,멜로/로맨스,15세이상관람가,독립/예술영화
3860,칠드런 액트,리차드 이어,,주식회사 더쿱,(주)홈초이스,2019-07-04,개봉영화,장편,영국,61,191400120,23933,126875420,14969,드라마,12세이상관람가,독립/예술영화
3861,GROW: 인피니트의 리얼 청춘 라이프,김진수,(주)울림엔터테인먼트,,골든타이드픽처스(주),2014-12-04,개봉영화,장편,한국,71,189774200,23926,101490400,12339,드라마,전체관람가,일반영화
3862,사이드웨이,알렉산더 페인,폭스써치라이트픽처스,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2005-02-18,개봉영화,장편,미국,0,0,23900,0,15863,드라마,18세관람가,독립/예술영화
3863,큐어,구로사와 기요시,,M&M 인터내셔널,M&M 인터내셔널,2022-07-06,개봉영화,장편,일본,55,250535969,23883,176711469,16273,공포(호러),15세관람가,독립/예술영화
3864,프라미스드 랜드,구스 반 산트,,CGV아트하우스,CGV아트하우스,2013-12-12,개봉영화,장편,미국,52,178217662,23883,112424500,14694,드라마,12세이상관람가,독립/예술영화
3865,남주기 아까운 그녀,폴 웨이랜드,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-10-09,개봉영화,장편,미국,48,148149000,23858,40784500,6068,코미디,15세이상관람가,일반영화
3866,언노운 걸,뤽 다르덴장 피에르 다르덴,,오드,오드,2017-05-03,개봉영화,장편,벨기에,67,190909700,23827,146573400,17766,드라마,12세이상관람가,독립/예술영화
3867,고속도로 가족,이상문,(주)영화사 설렘(주)고고스튜디오,,씨제이 씨지브이(CJ CGV)(주),2022-11-02,개봉영화,장편,한국,222,191976100,23825,55723200,7145,드라마,15세이상관람가,독립/예술영화
3868,블루 아워,하코타 유코,,오드,오드,2020-07-22,개봉영화,장편,일본,322,202646600,23810,117699300,13175,드라마,12세이상관람가,독립/예술영화
3869,체르노빌 1986,다닐라 코즈로브스키,,주식회사 풍경소리,(주)팝엔터테인먼트,2021-06-30,개봉영화,장편,러시아,182,200542300,23773,57335600,7162,액션,12세이상관람가,독립/예술영화
3870,비바리움,,,주식회사 루믹스미디어,(주)드림팩트엔터테인먼트,2020-07-16,개봉영화,장편,미국,129,195312120,23756,80558940,9082,미스터리,15세이상관람가,독립/예술영화
3871,고스트 메신저 극장판,구봉회,(주)스튜디오 애니멀,,에이원엔터테인먼트,2014-05-22,개봉영화,장편,한국,81,184033000,23721,74904500,9450,애니메이션,12세이상관람가,일반영화
3872,유포자들,홍석구,KBS(주)아센디오,,와이드 릴리즈(주),2022-11-23,개봉영화,장편,한국,123,154680500,23721,53158000,8445,범죄,15세이상관람가,일반영화
3873,굴뚝마을의 푸펠,,,(주)미디어캐슬,(주)리틀빅픽쳐스(주)레드로버,2021-05-26,개봉영화,장편,일본,250,205969860,23717,65904950,7504,애니메이션,전체관람가,일반영화
3874,얼굴없는 보스,송창용송경용,(주)좋은 하늘,,(주)좋은 하늘(주)박수엔터테인먼트,2019-11-21,개봉영화,장편,한국,293,199801000,23711,67925460,7545,액션,15세이상관람가,일반영화
3875,자전거 탄 소년,장 피에르 다르덴뤽 다르덴,,(주)티캐스트,(주)티캐스트,2012-01-19,개봉영화,장편,벨기에,20,186147300,23688,152720300,18753,드라마,12세이상관람가,독립/예술영화
3876,어부바,최종학,(주)글로빅엔터테인먼트(주)에이치에이케이프로덕션,,(주)트리플픽쳐스,2022-05-11,개봉영화,장편,한국,327,183948470,23674,51488900,7910,가족,전체관람가,독립/예술영화
3877,님포매니악 볼륨2,라스 폰 트리에,,(주)엣나인필름,CGV아트하우스,2014-07-03,개봉영화,장편,덴마크,53,195684333,23641,121810433,14349,드라마,청소년관람불가,독립/예술영화
3878,쉘 위 키스,엠마누엘 무레,,프리비젼엔터테인먼트,프리비젼엔터테인먼트,2009-06-18,개봉영화,장편,프랑스,40,166150915,23639,114707000,15793,멜로/로맨스,15세이상관람가,독립/예술영화
3879,MR. 후아유,프랭크 오즈,,필름메신저,필름메신저,2008-01-03,개봉영화,장편,미국,7,156714500,23626,85681000,12294,코미디,15세이상관람가,독립/예술영화
3880,하이큐!! 땅 VS 하늘,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)드림팩트엔터테인먼트(주)삼백상회,2020-01-23,개봉영화,옴니버스,일본,82,189951700,23613,73162300,8460,애니메이션,전체관람가,일반영화
3881,사요나라 이츠카,이재한,(주)투베어픽쳐스(주)스파이로필름,,CJ ENM,2010-04-15,개봉영화,장편,한국,31,181970548,23605,95791500,12145,드라마,청소년관람불가,일반영화
3882,타임 투 러브,저스틴 리어든,,(주)엔케이컨텐츠,(주)인벤트스톤,2014-10-23,개봉영화,장편,미국,201,179611300,23597,81488300,10213,코미디,청소년관람불가,일반영화
3883,사이코패스,시오타니 나오요시,,(주)애니플러스,(주)박수엔터테인먼트,2015-05-28,개봉영화,장편,일본,69,191148000,23586,91204000,10797,애니메이션,15세이상관람가,독립/예술영화
3884,연애담,이현주,한국영화아카데미,,(주)인디플러그,2016-11-17,개봉영화,장편,한국,38,191398100,23555,132774600,15873,멜로/로맨스,청소년관람불가,독립/예술영화
3885,마녀배달부 키키,미야자키 하야오,스튜디오 지브리,대원미디어(주),(주)스마일이엔티(주)키다리이엔티대원미디어(주),2007-11-22,개봉영화,장편,일본,0,0,23541,0,13199,애니메이션,전체관람가,독립/예술영화
3886,디노타샤: 공룡대탐험,데이빗 크렌츠에릭 넬슨,,(유)조이앤컨텐츠그룹,(주)영화사 빅,2014-01-29,개봉영화,장편,미국,138,165071000,23530,45164500,6202,애니메이션,전체관람가,독립/예술영화
3887,폭풍의 언덕,안드레아 아놀드,,찬란,찬란,2012-06-28,개봉영화,장편,영국,19,165791300,23509,110692800,15045,드라마,15세이상관람가,독립/예술영화
3888,송환,김동원,푸른영상,,㈜인디스토리,2004-03-19,개봉영화,장편,한국,0,0,23496,0,19284,다큐멘터리,12세관람가,독립/예술영화
3889,하이 스피드! ?프리! 스타팅 데이즈-,타케모토 야스히로,,(주)애니플러스,(주)박수엔터테인먼트,2016-03-24,개봉영화,장편,일본,60,172018500,23496,80296000,10627,애니메이션,전체관람가,일반영화
3890,빨간머리 앤 : 그린게이블로 가는 길,다카하타 이사오,,얼리버드,(주)미디어데이,2013-01-09,개봉영화,장편,일본,108,165643000,23493,70608000,9665,애니메이션,전체관람가,독립/예술영화
3891,제인 도,안드레 외브레달,,오퍼스픽쳐스(유),오퍼스픽쳐스(유),2017-08-23,개봉영화,장편,영국,110,183431765,23467,63864265,7930,공포(호러),청소년관람불가,독립/예술영화
3892,코드네임 제로니모,존 스톡웰,,주식회사 풍경소리,씨너스엔터테인먼트(주),2012-12-13,개봉영화,장편,미국,108,145151000,23462,89226000,15375,액션,15세이상관람가,일반영화
3893,언프렌드,시몬 베호벤,,(주)크리픽쳐스,(주)크리픽쳐스,2017-02-09,개봉영화,장편,독일,179,185898900,23450,38518500,4586,스릴러,15세이상관람가,일반영화
3894,이타미 준의 바다,정다운,기린그림,,(주)영화사 진진,2019-08-15,개봉영화,장편,한국,57,190028160,23446,135514160,15851,다큐멘터리,전체관람가,독립/예술영화
3895,테슬라,마이클 알메레이다,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-10-28,개봉영화,장편,미국,460,184842950,23441,76132540,9450,드라마,12세이상관람가,일반영화
3896,내겐 너무 소중한 너,이창원권성모,(주)파인스토리,,(주)파인스토리,2021-05-12,개봉영화,장편,한국,449,204423420,23404,45575670,5177,드라마,12세이상관람가,독립/예술영화
3897,토마스와 친구들: 수수께끼 해적선과 보물찾기,데이비드 스토튼,,KBS 미디어,KBS 미디어,2017-06-29,개봉영화,장편,영국,145,155824700,23395,37688500,5531,애니메이션,전체관람가,독립/예술영화
3898,개들의 전쟁,조병옥,㈜영화사엠16,,롯데쇼핑㈜롯데엔터테인먼트,2012-11-22,개봉영화,장편,한국,94,171302571,23390,71611571,9748,액션,청소년관람불가,독립/예술영화
3899,미스터 캣,배리 소넨필드,,(주)비트윈에프앤아이(주)젠픽쳐스,(주)리틀빅픽쳐스,2016-10-19,개봉영화,장편,프랑스,241,181383750,23350,66025750,8237,코미디,전체관람가,독립/예술영화
3900,여대생 기숙사에서 생긴 일,매티 벡커맨,,제인앤유,제인앤유,2019-09-10,개봉영화,장편,미국,1,70790360,23312,70789360,23311,공포(호러),청소년관람불가,일반영화
3901,아우토반,에란 크리비,,(주)도키엔터테인먼트,와이드 릴리즈(주),2017-03-22,개봉영화,장편,영국,153,183393500,23306,68432500,8481,액션,15세이상관람가,독립/예술영화
3902,굿 라이어,빌 콘돈,,,워너브러더스 코리아(주),2019-12-05,개봉영화,장편,미국,324,187789720,23262,82224340,9995,스릴러,15세이상관람가,일반영화
3903,울프 콜,안토닌 보드리,,판씨네마(주),판씨네마(주),2020-03-05,개봉영화,장편,프랑스,336,192061580,23247,60971900,7334,액션,15세이상관람가,독립/예술영화
3904,부에노스 아이레스에서 사랑에 빠질 확률,구스타보 타레토,,(주)영화사 진진,(주)영화사 진진,2013-09-12,개봉영화,장편,아르헨티나,12,179554000,23233,145414500,18678,코미디,15세이상관람가,독립/예술영화
3905,크리스마스 캐럴,김성수,(주)화인컷(주)블루플랜잇,,(주)디스테이션,2022-12-07,개봉영화,장편,한국,410,217795380,23211,96747680,9994,드라마,청소년관람불가,독립/예술영화
3906,세라비 이것이 인생!,올리비에르 나카체에릭 토레다노,,(주)엔케이컨텐츠,(주)디스테이션,2018-05-30,개봉영화,장편,프랑스,145,185457800,23193,106460900,13211,코미디,전체관람가,독립/예술영화
3907,만년이 지나도 변하지 않는 게 있어,구파도,,(주)영화사벌집,그린나래미디어(주)(주)영화사벌집,2022-02-09,개봉영화,장편,대만,297,195118110,23191,104587640,13160,멜로/로맨스,12세이상관람가,독립/예술영화
3908,사울의 아들,라즐로 네메스,,(주)비트윈에프앤아이(주)엠씨엠씨,그린나래미디어(주),2016-02-25,개봉영화,장편,헝가리,50,185784643,23148,124303343,14951,드라마,청소년관람불가,독립/예술영화
3909,노무현과 바보들,김재희,(주)바보들,,오키넷(주)라이크콘텐츠,2019-04-18,개봉영화,장편,한국,366,175757640,23133,49154390,5971,다큐멘터리,12세이상관람가,독립/예술영화
