순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
22842,삐에로와 국화,김수용,태창흥업,,,1982-12-16,개봉영화,장편,한국,0,0,0,0,7575,가족,국민학생관람불가,일반영화
22843,삘구,유진선,합동영화(주),,,1997-07-26,개봉영화,장편,한국,0,0,0,0,5634,드라마,고등학생이상관람가,일반영화
22844,사강의 요새,알랭 코르노,,거원영역(주),,1993-09-11,개봉영화,장편,프랑스,0,0,0,0,2081,드라마,고등학생이상관람가,일반영화
22845,사고뭉치 형사,헨리 윙클러,유니버셜 픽쳐스,,,1993-08-07,개봉영화,장편,미국,0,0,0,0,4587,코미디,연소자관람가,일반영화
22846,사관과 신사,테일러 핵포드,,,,1983-01-01,개봉영화,장편,미국,0,0,0,0,563533,드라마,국민학생관람불가,일반영화
22847,사관과 장미,데잔 소락,,유니픽쳐,,1990-07-28,개봉영화,장편,유고슬라비아,0,0,0,0,4885,드라마,연소자관람불가,일반영화
22848,사국,나가사키 슌이치,,(주)동아수출공사,,2001-04-21,개봉영화,장편,일본,0,0,0,0,3331,공포(호러),15세관람가,일반영화
22849,사기 방정식,존 플린,,스크린라인,,1994-10-09,개봉영화,장편,미국,0,0,0,0,241,드라마,연소자관람불가,일반영화
22850,사나이 가슴에 비가 내린다,변장호,동양영화사,,,1971-05-22,개봉영화,장편,한국,0,N/A,0,N/A,12532,멜로/로맨스,12세이상관람가,일반영화
22851,사나이 악수,박호태,연방영화(주),,,1976-11-14,개봉영화,장편,한국,0,N/A,0,N/A,7547,드라마,12세이상관람가,일반영화
22852,사나이 현주소,이상구,신창필름,,,1971-12-18,개봉영화,장편,한국,0,N/A,0,N/A,28892,액션,12세이상관람가,일반영화
22853,사노,엄종선,해성흥업,,,1987-01-29,개봉영화,장편,한국,0,0,0,0,48942,성인물(에로),미성년자관람불가,일반영화
22854,사대독자,심우섭,태창흥업,,,1978-02-04,개봉영화,장편,한국,0,0,0,0,5665,드라마,12세이상관람가,일반영화
22855,사대맹룡,김정용,국제,,,1977-11-26,개봉영화,장편,한국,0,N/A,0,N/A,44970,액션,12세이상관람가,일반영화
22856,사대문파,김정용황풍,국제,,,1977-04-01,개봉영화,장편,한국,0,N/A,0,N/A,68692,사극,12세이상관람가,일반영화
22857,사대선봉,원규,,신한영화(주),,1988-09-03,개봉영화,장편,홍콩,0,0,0,0,47262,드라마,고등학생이상관람가,일반영화
22858,사대영웅,,,인창영화(주),,1989-12-14,개봉영화,장편,홍콩,0,0,0,0,12222,액션,고등학생이상관람가,일반영화
22859,사대천왕,왕우,퍼스트필름밀라드,대영영화주식회사,,1974-07-20,개봉영화,장편,홍콩,0,0,0,0,141891,액션,,일반영화
22860,사대통의 문,김정용,국제,,,1978-09-30,개봉영화,장편,한국,0,0,0,0,49283,사극,12세이상관람가,일반영화
22861,사라는 유죄,유지형,(주)두손필름,,,1993-12-11,개봉영화,장편,한국,0,0,0,0,12959,드라마,연소자관람불가,일반영화
22862,사라의 계절,정인철,스크린라인,,,1993-05-08,개봉영화,장편,한국,0,0,0,0,1250,성인물(에로),연소자관람불가,일반영화
22863,사라피나,대럴 제임스 루트,,대산흥행,,1993-06-26,개봉영화,장편,미국,0,0,0,0,22481,드라마,고등학생이상관람가,일반영화
22864,사람의 아들,유현목,합동영화(주),,,1981-01-01,개봉영화,장편,한국,0,0,0,0,6686,드라마,연소자관람불가,일반영화
22865,사랑 그리고 이별,변장호,동아흥행㈜,,,1984-03-10,개봉영화,장편,한국,0,0,0,0,55145,드라마,국민학생관람불가,일반영화
22866,사랑 그리고 죽는 연습,정인철,유성필름,,,1997-02-22,개봉영화,장편,한국,0,0,0,0,144,성인물(에로),연소자관람불가,일반영화
22867,사랑 사기꾼,도날드 페트리,,(주)우진필림,,1991-09-07,개봉영화,장편,미국,0,0,0,0,43792,코미디,중학생이상관람가,일반영화
22868,사랑 속의 범죄,플라비오 모게르니,,(주)한영필림,,1994-08-27,개봉영화,장편,이탈리아,0,0,0,0,1093,드라마,연소자관람불가,일반영화
22869,사랑모니터 그리고 비상구,크리스틴 피터슨,오버시즈 필름그룹,스크린라인,,1991-10-05,개봉영화,장편,미국,0,0,0,0,2912,스릴러,연소자관람불가,일반영화
22870,사랑게임,배리 소넨필드,유니버셜 픽쳐스,,,1993-12-04,개봉영화,장편,미국,0,0,0,0,11834,멜로/로맨스,중학생이상관람가,일반영화
22871,사랑과 눈물,남기남,삼일필림,,,1992-04-11,개봉영화,장편,한국,0,0,0,0,2637,드라마,고등학생이상관람가,일반영화
22872,사랑과 슬픔의 맨하탄,시드니 루멧,,동보흥행(주),,1991-05-11,개봉영화,장편,미국,0,0,0,0,22427,드라마,연소자관람불가,일반영화
22873,사랑과 슬픔의 여로,폴커 슐렌도르프,판영화사(주),,,1992-08-08,개봉영화,장편,프랑스,0,0,0,0,18589,드라마,중학생이상관람가,독립/예술영화
22874,사랑과 영혼,제리 주커,파라마운트 픽쳐스,(유)조이앤시네마유아이피-씨아이씨영화및비디오배급(유),(주)제이앤씨미디어그룹파라마운트 픽쳐스,1990-11-24,개봉영화,장편,미국,0,0,0,0,1532589,드라마,고등학생이상관람가15세이상관람가,독립/예술영화
22875,사랑과 우정,시몬 도탄,,(주)모가드코리아,,1992-03-25,개봉영화,장편,미국,0,0,0,0,10192,드라마,고등학생이상관람가,일반영화
22876,사랑과 전쟁2,제임스 타일러,,(주)월드시네마,,1998-12-12,개봉영화,장편,미국,0,0,0,0,165,드라마,18세 미만인 자는 관람할 수 없는 등급,일반영화
22877,사랑과 죽음의 기록,고영남,국제,,,1978-10-25,개봉영화,장편,한국,0,0,0,0,2480,드라마,국민학생관람불가,일반영화
22878,사랑과 죽음의 메아리 1부,정진우,(주)우진필림,,,1991-10-19,개봉영화,장편,한국,0,0,0,0,338,멜로/로맨스,중학생이상관람가,일반영화
22879,사랑과 죽음의 메아리 2부,정진우,(주)우진필림,,,1991-10-19,개봉영화,장편,한국,0,0,0,0,338,멜로/로맨스,중학생이상관람가,일반영화
22880,사랑과 죽음의 전장,알베르토 라투아다,,우성사,,1973-04-07,개봉영화,장편,이탈리아,0,0,0,0,90873,드라마,,일반영화
22881,사랑과 추억,바브라 스트라이샌드,,콜럼비아트라이스타㈜,,1992-03-25,개봉영화,장편,미국,0,0,0,0,86249,드라마,고등학생이상관람가,일반영화
22882,사랑과 추억의 나날,라이풀프 리산,,유니픽쳐,,1993-11-13,개봉영화,장편,노르웨이,0,0,0,0,565,전쟁,연소자관람불가,일반영화
22883,사랑만들기,문여송,남아진흥(주),,,1983-02-20,개봉영화,장편,한국,0,0,0,0,92593,드라마,연소자관람불가15세이상관람가,독립/예술영화
22884,사랑받는 여자,한상훈,(주)대성영화,,,1994-01-29,개봉영화,장편,한국,0,0,0,0,1348,드라마,연소자관람불가,일반영화
22885,사랑보다 아름다운 유혹,로저 컴블,콜럼비아 픽쳐스 코포레이션크렐 프로덕션 뉴마켓 캐피탈 그룹오리지널 필름,콜럼비아 픽쳐스 코포레이션,,1999-05-29,개봉영화,장편,미국,0,0,0,0,82843,멜로/로맨스,18세 미만인 자는 관람할 수 없는 등급,일반영화
22886,사랑스런 이웃집 여자,박한순,효동흥업,,,1991-12-07,개봉영화,장편,한국,0,0,0,0,3506,드라마,연소자관람불가,일반영화
22887,사랑에 관한 짧은 필름,크지슈토프 키에슬로프스키,,(주)영화사 안다미로미라신코리아(주),(주)영화사 안다미로,1995-10-14,개봉영화,장편,폴란드,0,0,0,0,38562,드라마,연소자관람불가,일반영화
22888,사랑에 미쳐서,마사 쿨리지,,(주)우진필림,,1993-12-10,개봉영화,장편,미국,0,0,0,0,4434,드라마,고등학생이상관람가,일반영화
22889,사랑은 다 괜찮아,앤디 테넌트,콜럼비아 픽쳐스 코포레이션,콜럼비아 트라이스타,,1998-05-23,개봉영화,장편,미국,0,0,0,0,1743,멜로/로맨스,고등학생이상관람가,일반영화
22890,사랑은 영원히,앤드류 L. 스톤,메트로-골드윈-마이어,동아흥행㈜,,1974-09-28,개봉영화,장편,미국,0,0,0,0,103540,드라마,,일반영화
22891,사랑은 은반위에,폴 마이클 글레이저,,유아이피-씨아이씨영화및비디오배급(유),,1992-10-17,개봉영화,장편,미국,0,0,0,0,3352,드라마,중학생이상관람가,일반영화
22892,사랑은 저 멀리서,티토 데이비슨,,(주)동아수출공사,,1973-05-05,개봉영화,장편,멕시코,0,0,0,0,96378,드라마,,일반영화
22893,사랑은 지금부터 시작이야,이미례,동방영화사,,,1991-01-12,개봉영화,장편,한국,0,0,0,0,6029,드라마,중학생이상관람가,일반영화
22894,사랑을 기다리며,포레스트 휘테커,이십세기폭스코리아(주),이십세기폭스코리아(주),,1996-04-05,개봉영화,장편,미국,0,0,0,0,22453,코미디,연소자관람불가,일반영화
22895,사랑을 빌려 드립니다,김영효,우성사,,,1976-03-06,개봉영화,장편,한국,0,N/A,0,N/A,7267,멜로/로맨스,12세이상관람가,일반영화
22896,사랑을 빌립시다,노진섭,합동영화(주),,,1971-04-17,개봉영화,장편,한국,0,N/A,0,N/A,23676,멜로/로맨스,12세이상관람가,일반영화
22897,사랑을 위하여,샘 레이미,유니버셜 픽쳐스,,UIP코리아,2000-05-05,개봉영화,장편,미국,0,0,0,0,24025,드라마,12세관람가,일반영화
22898,사랑을 위하여,조엘 슈마허,,이십세기폭스코리아(주),,1991-12-07,개봉영화,장편,미국,0,0,0,0,195490,멜로/로맨스,고등학생이상관람가,일반영화
22899,사랑을 위한 죽음,,,(주)다모아필름,,1989-12-02,개봉영화,장편,네덜란드,0,0,0,0,24432,성인물(에로),연소자관람불가,일반영화
22900,사랑의 계절,,합동영화(주),,,1977-03-30,개봉영화,장편,한국,0,N/A,0,N/A,5649,드라마,12세이상관람가,일반영화
22901,사랑의 기쁨,테리 휴즈,,유아이피-씨아이씨영화및비디오배급(유),,1991-12-21,개봉영화,장편,미국,0,0,0,0,95056,코미디,중학생이상관람가,일반영화
22902,사랑의 기적,페니 마샬,,콜럼비아트라이스타㈜,,1991-03-30,개봉영화,장편,미국,0,0,0,0,55991,드라마,중학생이상관람가,일반영화
22903,사랑의 낙서,심재석,태창흥업,,,1988-12-03,개봉영화,장편,한국,0,0,0,0,13961,드라마,중학생이상관람가,일반영화
22904,사랑의 노예,고영남,한림영화,,,1982-07-04,개봉영화,장편,한국,0,0,0,0,17437,드라마,연소자관람불가,일반영화
22905,사랑의 동반자,론 언더우드,유니버셜 픽쳐스,,,1994-02-26,개봉영화,장편,미국,0,0,0,0,16178,드라마,중학생이상관람가,일반영화
22906,사랑의 미로,김시현,연방영화(주),,,1986-10-11,개봉영화,장편,한국,0,0,0,0,2928,드라마,연소자관람불가,일반영화
22907,사랑의 본능,케빈 메이어,,(주)반도영상,,1992-09-10,개봉영화,장편,미국,0,0,0,0,21607,스릴러,연소자관람불가,일반영화
22908,사랑의 본능,마렉 코테르스키,,(주)오성필름,,1994-04-30,개봉영화,장편,폴란드,0,0,0,0,4459,드라마,연소자관람불가,일반영화
22909,사랑의 블랙홀,해롤드 래미스,,콜럼비아트라이스타㈜,,1993-12-04,개봉영화,장편,미국,0,0,0,0,8912,드라마,중학생이상관람가,일반영화
22910,사랑의 선택,프랭크 드 펠리타,,유니픽쳐,,1992-12-12,개봉영화,장편,미국,0,0,0,0,1357,스릴러,연소자관람불가,일반영화
22911,사랑의 스잔나,김정용송존수,동아흥행㈜,,,1976-08-12,개봉영화,장편,한국,0,N/A,0,N/A,266712,드라마,12세이상관람가,독립/예술영화
22912,사랑의 스캔들,루이지 루소,,(주)한영필림,,1994-05-05,개봉영화,장편,이탈리아,0,0,0,0,3239,드라마,연소자관람불가,일반영화
22913,사랑의 슬픔 애수,닐 조단,콜럼비아 트라이스타,,콜럼비아 트라이스타,2000-04-22,개봉영화,장편,미국,0,0,0,0,10438,멜로/로맨스,18세관람가,일반영화
22914,사랑의 아픔,,프랑스3시네마,(주)화천공사,,1988-01-01,개봉영화,장편,프랑스,0,0,0,0,81198,드라마,고등학생이상관람가,일반영화
22915,사랑의 예감,루돌프 토메,모아나 필름,(주)하명중 영화제작소,,1993-07-17,개봉영화,장편,독일,0,0,0,0,1422,멜로/로맨스,연소자관람불가,일반영화
22916,사랑의 용기,데이비드 셀처,,이십세기폭스코리아(주),,1992-04-18,개봉영화,장편,미국,0,0,0,0,19973,멜로/로맨스,고등학생이상관람가,일반영화
22917,사랑의 원자탄,강대진,남아진흥,,,1977-11-09,개봉영화,장편,한국,0,N/A,0,N/A,77103,사극,12세이상관람가,독립/예술영화
22918,사랑의 이름으로,김태룡,(주)영상시대,,,1992-01-01,개봉영화,장편,한국,0,0,0,0,0,드라마,연소자관람불가,일반영화
22919,사랑의 조건,김수용,(주)동아수출공사,,,1979-03-16,개봉영화,장편,한국,0,N/A,0,N/A,148563,드라마,국민학생관람불가,일반영화
22920,사랑의 종합병원,박광우,서준영화사,,,1993-05-01,개봉영화,장편,한국,0,0,0,0,9095,드라마,고등학생이상관람가,일반영화
22921,사랑의 찬가,심재석,남아진흥(주),,,1984-11-10,개봉영화,장편,한국,0,0,0,0,2963,드라마,국민학생관람불가,독립/예술영화
22922,사랑의 커피,조지 슬루이저,,이십세기폭스코리아(주),,1994-06-11,개봉영화,장편,미국,0,0,0,0,6697,공포(호러),고등학생이상관람가,일반영화
22923,사랑의 파도,헤롤드 베커,유니버셜 픽쳐스,유아이피-씨아이씨영화및비디오배급(유),유니버셜 픽쳐스,1990-08-15,개봉영화,장편,미국,0,0,0,0,29756,드라마,연소자관람불가,일반영화
22924,사랑의 행로,스티브 클로브스,,(주)모가드코리아,,1992-12-12,개봉영화,장편,미국,0,0,0,0,3144,드라마,고등학생이상관람가,일반영화
22925,사랑의 화신,서옥령,,(주)삼도필림,,1991-10-05,개봉영화,장편,대만,0,0,0,0,1512,멜로/로맨스,고등학생이상관람가,일반영화
22926,사랑이 깊어질 때,박호태,합동영화(주),,,1979-06-15,개봉영화,장편,한국,0,N/A,0,N/A,59321,드라마,국민학생관람불가,일반영화
22927,사랑이 눈뜰 때,흐라픈 군라프슨,,다모아필림,,1996-10-05,개봉영화,장편,아일랜드,0,0,0,0,628,성인물(에로),연소자관람불가,일반영화
22928,사랑이 다시 올 때,포레스트 휘테커,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,,1998-11-07,개봉영화,장편,미국,0,0,0,0,28018,멜로/로맨스,12세 미만인 자는 관람할 수 없는 등급,일반영화
22929,사랑이 머무는 곳에,도널드 라이,콜럼비아 픽쳐스 코포레이션,한진흥업주식회사,,1979-06-28,개봉영화,장편,미국,0,N/A,0,N/A,191513,드라마,국민학생관람불가,일반영화
22930,사랑이 머무는 풍경,어윈 윙클러,메트로-골드윈-마이어,UIP,,1999-02-13,개봉영화,장편,미국,0,0,0,0,98523,드라마,15세 미만인 자는 관람할 수 없는 등급,일반영화
22931,사랑이 있는 곳에,설태호,(주)화천공사,,,1974-03-16,개봉영화,장편,한국,0,N/A,0,N/A,11095,멜로/로맨스,15세이상관람가,일반영화
22932,사랑이 지나간 자리,울루 그로스바드,콜럼비아 픽쳐스 코포레이션만달레이 엔터테인먼트Via Rosa Productions,에스케이씨,,1999-10-09,개봉영화,장편,미국,0,0,0,0,29490,드라마,12세관람가,일반영화
22933,사랑전쟁,서영수,현진필름,,,1992-02-06,개봉영화,단편,한국,0,0,0,0,4274,드라마,연소자관람불가,일반영화
22934,사랑하고 싶은 그녀,게리 마샬,터치스톤 픽처스,월트디즈니,,1999-04-03,개봉영화,장편,미국,0,0,0,0,8324,코미디,15세 미만인 자는 관람할 수 없는 등급,일반영화
22935,사랑하고 싶은 여자 결혼하고 싶은 여자,김호선,합동영화(주),,,1993-09-30,개봉영화,장편,한국,0,0,0,0,69743,드라마,연소자관람불가,일반영화
22936,사랑하기 좋은 날,권칠인,(주)한맥엔터테인먼트,,,1995-01-14,개봉영화,장편,한국,0,0,0,0,8955,멜로/로맨스,고등학생이상관람가,일반영화
22937,사랑하기엔 아직 일러요,존 듀이건,,,,1991-03-23,개봉영화,장편,호주,0,0,0,0,2194,멜로/로맨스,고등학생이상관람가,일반영화
22938,사랑하는 사람아,장일호,(주)선우프로덕션,,,1981-02-27,개봉영화,장편,한국,0,0,0,0,29399,드라마,국민학생관람불가,독립/예술영화
22939,사랑하는 사람아 3부,장일호,한진흥업주식회사,,,1985-03-03,개봉영화,장편,한국,0,0,0,0,13350,가족,국민학생관람불가,일반영화
22940,사랑하는 사람아2/사랑하는 사람아(속),장일호,한진흥업주식회사,,,1984-04-07,개봉영화,장편,한국,0,0,0,0,99956,드라마,국민학생관람불가,일반영화
22941,사랑하는 아들 딸아,정인엽,남화,,,1972-03-12,개봉영화,장편,한국,0,N/A,0,N/A,33007,멜로/로맨스,12세이상관람가,일반영화
22942,사랑하는 아들의 심판,정인엽,(주)우진필림,,,1972-11-04,개봉영화,장편,한국,0,N/A,0,N/A,25537,드라마,15세이상관람가,일반영화
22943,사랑하는 자식들아,박호태,국제,,,1984-09-08,개봉영화,장편,한국,0,0,0,0,33405,가족,연소자관람가,일반영화
22944,사랑한다면 이들처럼,파트리스 르꽁트,,(주)우진필림,,1992-09-26,개봉영화,장편,프랑스,0,0,0,0,18192,드라마,연소자관람불가,일반영화
22945,사랑할 때와 이별할 때,엘리 슈라키,,,,1990-03-10,개봉영화,장편,프랑스,0,0,0,0,59896,드라마,연소자관람불가,일반영화
22946,사랑할 때와 죽을 때,김묵,신창필름,,,1971-12-09,개봉영화,장편,한국,0,N/A,0,N/A,12050,드라마,12세이상관람가,일반영화
