영화명,감독,제작사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
극장판 도라에몽: 진구와 철인군단 날아라 천사들,테라모토 유키요,,2011-07-28,장편,일본,154,937570000.0,138277,216318000.0,30271,애니메이션,전체관람가,일반영화
극장판 엉덩이 탐정: 화려한 사건 수첩,히라야마 미호,토에이 애니메이션,2019-07-11,장편,일본,561,1094031140.0,138118,234481940.0,27835,애니메이션,전체관람가,일반영화
데이브레이커스,마이클 스피어리그,라이온스 게이트 필름즈,2010-03-18,장편,미국,187,1046842179.0,137955,362633500.0,45405,액션,청소년관람불가,일반영화
더 포스트,스티븐 스필버그,드림웍스 픽처스,2018-02-28,장편,미국,281,1090246148.0,137841,601255748.0,74508,드라마,12세이상관람가,독립/예술영화
독전: 익스텐디드 컷,이해영,(주)용필름,2018-07-18,장편,한국,398,844714600.0,137775,236870200.0,37991,범죄,15세이상관람가,일반영화
극장판파워레인저 엔진포스VS 와일드스피릿,모로타 사토시,,2010-01-07,장편,일본,125,978723556.0,137690,221385500.0,30052,SF,전체관람가,일반영화
0.0MHz,유선동,(주)제이엠컬쳐스,2019-05-29,장편,한국,446,1088258860.0,137294,213889040.0,25604,공포(호러),15세이상관람가,일반영화
50/50,조나단 레빈,맨데이트 픽처스,2011-11-24,장편,미국,159,1029728500.0,137205,604651500.0,77313,코미디,15세이상관람가,독립/예술영화
더 퍼지,제임스 드모나코,,2013-11-06,장편,미국,232,1030484000.0,137126,320267000.0,40621,스릴러,청소년관람불가,일반영화
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,닛타 노리오,,2017-09-07,장편,일본,232,1055895200.0,137052,230840900.0,29255,애니메이션,전체관람가,일반영화
파이터,데이빗 O. 러셀,,2011-03-10,장편,미국,263,1033270000.0,136946,417739500.0,52806,드라마,15세이상관람가,일반영화
좀비랜드: 더블 탭,루벤 플레셔,컬럼비아 픽처스,2019-11-13,장편,미국,585,1176173880.0,136869,391265590.0,44122,액션,15세이상관람가,일반영화
그랜 토리노,클린트 이스트우드,빌리지 로드쇼 픽쳐스,2009-03-19,장편,미국,109,917074253.0,136703,494144000.0,71523,드라마,12세이상관람가,독립/예술영화
파이프라인,유하,(주)빅오션이엔엠,2021-05-26,장편,한국,777,1200729450.0,136680,306468820.0,34792,범죄,15세이상관람가,일반영화
워터 디바이너,러셀 크로우,유니버설 스튜디오,2015-01-28,장편,미국,326,1008818235.0,136134,315480635.0,42375,드라마,15세이상관람가,일반영화
링컨,스티븐 스필버그,,2013-03-14,장편,미국,214,941056500.0,135900,429441000.0,60711,드라마,12세이상관람가,일반영화
제 5침공,J 블레이크슨,,2016-02-25,장편,미국,312,1041049900.0,135874,199429800.0,25028,액션,12세이상관람가,일반영화
제인 에어,캐리 후쿠나가,,2011-04-20,장편,영국,208,981132000.0,135797,484702000.0,64231,드라마,12세이상관람가,독립/예술영화
극장판 꼬마버스 타요의 에이스 구출작전,류정우,(주)아이코닉스(주)스튜디오게일,2016-01-21,장편,한국,200,906299900.0,135478,190910800.0,27929,애니메이션,전체관람가,일반영화
톰과 제리,팀 스토리,,2021-02-24,장편,미국,918,1163773600.0,135362,292943050.0,33569,애니메이션,전체관람가,일반영화
로빈슨 크루소,벤 스타센빈센트 케스텔루트,,2016-09-07,장편,기타,329,1038675400.0,135094,200206200.0,24105,애니메이션,전체관람가,독립/예술영화
바이스,아담 맥케이,,2019-04-11,장편,미국,241,1144142384.0,134925,540292584.0,63132,드라마,15세이상관람가,독립/예술영화
로마의 휴일,이덕희,(주)전망좋은 영화사,2017-08-30,장편,한국,436,993321176.0,134827,217460976.0,28160,코미디,15세이상관람가,일반영화
유희왕,츠지 하츠키,포키즈엔터테인먼트스튜디오 갸룹TV 토쿄니콘 광고 시스템 (NAS)토호 컴퍼니,2010-01-28,장편,일본,64,95399816.0,134754,30159000.0,47449,애니메이션,전체관람가,일반영화
대니쉬 걸,톰 후퍼,워킹 타이틀 필름스,2016-02-17,장편,미국,246,1074763884.0,134029,628018484.0,76402,드라마,청소년관람불가,독립/예술영화
비스틀리,다니엘 반즈,,2011-03-17,장편,미국,214,1008669500.0,134025,390695000.0,49495,드라마,12세이상관람가,일반영화
썸머 워즈,호소다 마모루,매드하우스,2009-08-13,장편,일본,100,951350362.0,133946,448917500.0,60884,애니메이션,전체관람가,독립/예술영화
나의 절친 악당들,임상수,휠므빠말주식회사이십세기폭스 인터내셔널 프로덕션,2015-06-25,장편,한국,384,1054470664.0,133553,344258564.0,41604,범죄,청소년관람불가,일반영화
링스 어드벤처,마누엘 시실리아라울 가르시아,,2009-06-24,장편,스페인,158,808603115.0,133476,211552000.0,32863,애니메이션,전체관람가,일반영화
카운슬러,리들리 스콧,,2013-11-14,장편,미국,293,966623000.0,133272,487802000.0,64412,범죄,청소년관람불가,일반영화
죽이고 싶은,김상화조원희,(주)펀치볼,2010-08-26,장편,한국,145,990122522.0,133079,275976500.0,35187,스릴러,청소년관람불가,독립/예술영화
파주,박찬옥,(주)티피에스컴퍼니(주)명필름,2009-10-28,장편,한국,131,978601985.0,132657,392029100.0,50823,드라마,청소년관람불가,독립/예술영화
오션월드 3D,장-자크 망텔로,,2010-08-11,장편,영국,102,1394663380.0,132602,354157000.0,32403,다큐멘터리,전체관람가,일반영화
스파이럴,대런 린 보우즈만,,2021-05-12,장편,기타,691,1300063130.0,132427,405740390.0,41814,스릴러,청소년관람불가,일반영화
리딕,데이빗 토히,,2013-11-28,장편,미국,275,927494000.0,132059,271943000.0,37236,SF,15세이상관람가,일반영화
오늘,이정향,(주)포시즌스카이컴퍼니,2011-10-27,장편,한국,207,712814000.0,131896,256541500.0,44913,드라마,15세이상관람가,일반영화
심야식당,마츠오카 조지,,2015-06-18,장편,일본,180,1041911974.0,131748,548373674.0,67271,드라마,12세이상관람가,독립/예술영화
브레이크 더 사일런스: 더 무비,박준수,(주)하이브,2020-09-24,장편,한국,205,1160249000.0,131693,377329000.0,41301,다큐멘터리,전체관람가,일반영화
파라노말 액티비티 3,헨리 유스트아리엘 슐만,,2011-10-20,장편,미국,180,948704000.0,131437,303429500.0,40112,공포(호러),12세이상관람가,일반영화
22 블렛,리샤르 베리,유로파 Corp.,2010-10-14,장편,프랑스,236,994042368.0,131436,312647500.0,39585,액션,청소년관람불가,일반영화
두 여자,정윤수,(주)케이앤엔터테인먼트,2010-11-18,장편,한국,211,981545863.0,131415,268371500.0,34133,멜로/로맨스,청소년관람불가,일반영화
블러디 발렌타인,패트릭 루지어,라이온스 게이트 필름즈,2009-07-22,장편,미국,230,1234718589.0,131217,628413500.0,60777,공포(호러),청소년관람불가,일반영화
노바디,일리야 나이슐러,,2021-04-07,장편,미국,505,1254490750.0,131124,402522600.0,42468,액션,15세이상관람가,일반영화
마이클 잭슨의 디스 이즈 잇,케니 오테가,AEG 라이브,2009-10-28,장편,미국,176,980053035.0,130746,536876000.0,69856,다큐멘터리,전체관람가,독립/예술영화
황시,로저 스포티스우드,,2008-09-18,장편,기타,214,812706500.0,130275,324367500.0,50313,전쟁,12세이상관람가,일반영화
스트리트댄스,맥스 기와다니아 파스퀴니,,2010-06-16,장편,영국,211,1449365627.0,130153,593141500.0,50599,드라마,12세이상관람가,일반영화
자백,최승호,한국탐사저널리즘센터,2016-10-13,장편,한국,152,1034815200.0,129950,459270300.0,55388,다큐멘터리,15세이상관람가,독립/예술영화
맨홀,신재영,(주)화인웍스,2014-10-08,장편,한국,286,1053876130.0,129732,234298830.0,27598,공포(호러),청소년관람불가,일반영화
프라이스리스,피에르 살바도리,,2008-05-08,장편,프랑스,99,850396500.0,129645,394801000.0,58111,코미디,15세이상관람가,일반영화
클로이,아톰 에고이안,스튜디오 카날,2010-02-25,장편,프랑스,183,989894071.0,129633,416034000.0,52000,드라마,청소년관람불가,일반영화
애니멀 크래커,토니 밴크로프트,,2020-08-05,장편,미국,473,1025381740.0,129246,152429470.0,18037,애니메이션,전체관람가,독립/예술영화
아더와 미니모이-제1탄비밀원정대의출정,뤽 베송,유로파 Corp.,2009-07-09,장편,프랑스,219,823623531.0,128531,242967000.0,35750,어드벤처,전체관람가,일반영화
명탐정 코난: 에피소드 원-작아진 명탐정,야마모토 야스이치로,,2017-02-08,장편,일본,215,999362100.0,128472,201352200.0,25052,애니메이션,12세이상관람가,일반영화
슈퍼히어로,크레이그 마진,,2008-08-21,장편,미국,181,815185333.0,128054,225838833.0,33509,SF,12세이상관람가,일반영화
뮬란: 전사의 귀환,마초성,베이징,2010-09-02,장편,중국,242,903835077.0,127495,213840500.0,28928,액션,12세이상관람가,일반영화
다크 워터스,토드 헤인즈,퍼티시펀트 미디어,2020-03-11,장편,미국,575,1096657740.0,127251,383981180.0,43314,드라마,12세이상관람가,독립/예술영화
구세주 2,황승재,(주)씨와이필름,2009-02-26,장편,한국,228,838666517.0,127226,181258500.0,26726,코미디,15세이상관람가,일반영화
버틀러: 대통령의 집사,리 다니엘스,로라 지스킨 프로덕션스,2013-11-28,장편,미국,182,884709000.0,126870,448171500.0,62066,드라마,15세이상관람가,일반영화
솔로몬 케인,M.J. 버세트,다비스 필름,2010-03-25,장편,프랑스,199,955021220.0,126855,302089000.0,37900,액션,청소년관람불가,일반영화
눈길,이나정,KBS,2017-03-01,장편,한국,495,947059100.0,126443,227150700.0,29161,드라마,15세이상관람가,독립/예술영화
카페 소사이어티,우디 앨런,아마존 스튜디오,2016-09-14,장편,미국,199,1047223666.0,126439,628142366.0,74414,멜로/로맨스,15세이상관람가,독립/예술영화
마이 리틀 자이언트,스티븐 스필버그,월트 디즈니 픽처스,2016-08-10,장편,미국,128,991375900.0,125800,273880100.0,34343,어드벤처,전체관람가,일반영화
저수지 게임,최진성,프로젝트 부,2017-09-07,장편,한국,289,984605100.0,125402,390376200.0,47721,다큐멘터리,15세이상관람가,독립/예술영화
꾸뻬씨의 행복여행,피터 첼섬,,2014-11-27,장편,영국,227,919851783.0,125179,525158883.0,68547,어드벤처,15세이상관람가,독립/예술영화
삼국지: 명장 관우,맥조휘장문강,,2011-05-19,장편,홍콩,207,920899000.0,125168,292612000.0,37843,전쟁,15세이상관람가,독립/예술영화
시간위의 집,임대웅,리드미컬그린(주)자이온 이엔티(주)브릿지웍스 엔터테인먼트(주)라이브(주),2017-04-05,장편,한국,454,987958600.0,124601,247386600.0,29576,미스터리,15세이상관람가,일반영화
데스 디파잉:어느 마술사의 사랑,질리안 암스트롱,,2008-03-27,장편,영국,221,798922500.0,124127,304041000.0,45726,드라마,15세이상관람가,일반영화
마이펫 오지,알베르토 로드리게즈,부에나 비스타 인터내셔널,2017-02-16,장편,스페인,393,911866950.0,124112,227644200.0,29374,애니메이션,전체관람가,독립/예술영화
두다다쿵: 후후섬의 비밀,최병선김지윤,아이스크림 스튜디오(주),2023-02-15,장편,한국,514,1116887333.0,123910,175227161.0,18979,애니메이션,전체관람가,일반영화
러시 : 더 라이벌,론 하워드,익스클루시브 미디어,2013-10-09,장편,미국,270,908114000.0,123582,425323000.0,55553,액션,청소년관람불가,일반영화
마법천자문: 대마왕의 부활을 막아라,윤영기,(주)디엔에이프로덕션디앤에이프로덕션,2010-08-19,장편,한국,179,800649684.0,123538,215803000.0,31777,애니메이션,전체관람가,일반영화
썬더일레븐 극장판 : 최강군단 오우거의 습격,미야오 요시카즈,,2011-05-05,장편,일본,166,811159500.0,123363,152039500.0,22030,애니메이션,전체관람가,일반영화
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,하시모토 마사카즈,신에이 동화,2020-08-20,장편,일본,661,1004751550.0,123329,136596530.0,15811,애니메이션,전체관람가,일반영화
리틀 비버,필립 칼드롱,,2009-04-30,장편,프랑스,116,739408802.0,123065,202891500.0,32064,가족,전체관람가,일반영화
똥파리,양익준,몰필름,2009-04-16,장편,한국,68,844521819.0,123046,444826700.0,62952,드라마,청소년관람불가,독립/예술영화
서서평 천천히 평온하게,홍주연홍현정,재단법인 온누리선교재단(CGNTV),2017-04-26,장편,한국,234,875685400.0,123036,432388600.0,57346,다큐멘터리,전체관람가,독립/예술영화
애프터 라이프,아그네츠카 보토위츠 보슬루,레쥬,2010-09-02,장편,미국,185,900663278.0,122963,267652500.0,34643,드라마,15세이상관람가,일반영화
솔로이스트,조 라이트,드림웍스 SKG,2009-11-19,장편,미국,175,898812915.0,122841,464296500.0,60577,드라마,12세이상관람가,독립/예술영화
웨스트 사이드 스토리,스티븐 스필버그,,2022-01-12,장편,미국,754,1225528640.0,122706,560733710.0,55321,드라마,12세이상관람가,일반영화
실버라이닝 플레이북,데이빗 O. 러셀,와인스타인 컴퍼니,2013-02-14,장편,미국,226,915598500.0,122698,561167500.0,73251,멜로/로맨스,청소년관람불가,독립/예술영화
러브 라이브! 더 스쿨 아이돌 무비,쿄고쿠 타카히코,,2015-09-03,장편,일본,66,908579000.0,122574,419577000.0,55550,애니메이션,전체관람가,일반영화
더 박스,양정웅,(주)영화사테이크,2021-03-24,장편,한국,372,951294340.0,122469,511289720.0,66162,드라마,12세이상관람가,독립/예술영화
겟 썸,제프 와드로,서밋 엔터테인먼트,2008-05-22,장편,미국,165,783743000.0,122410,248361000.0,37577,액션,12세이상관람가,일반영화
사다코 3D : 죽음의 동영상,하나부사 츠토무,,2012-06-14,장편,일본,262,1128635032.0,122382,256930532.0,26345,공포(호러),15세이상관람가,일반영화
윤희에게,임대형,영화사 달리기,2019-11-14,장편,한국,317,973626809.0,122243,569974559.0,69438,멜로/로맨스,12세이상관람가,독립/예술영화
극장판 도라에몽: 진구의 비밀도구 박물관,테라모토 유키요,,2013-07-25,장편,일본,239,780545500.0,122172,151581500.0,22339,애니메이션,전체관람가,일반영화
라스트 위치 헌터,브렉 에이즈너,원 레이스 필름스,2015-12-30,장편,미국,278,934949800.0,122039,278142900.0,35242,액션,15세이상관람가,일반영화
극장판 안녕 자두야: 제주도의 비밀,손석우,아툰즈,2022-01-27,장편,한국,618,1068187980.0,121169,156890260.0,17027,애니메이션,전체관람가,일반영화
